"laterality","assessment","metric","position","age_group","athletes","age","date","value","mean_outlier_detect","sd_outlier_detect","Tmin","Tmax","is_outlier","sample_size_all_data","mean_value_all_data","sd_value_all_data","sample_size_age_data","mean_value_age_data","sd_value_age_data","sample_size_pos_data","mean_value_pos_data","sd_value_pos_data","sample_size_hand_data","mean_value_hand_data","sd_value_hand_data","zscore_all","zscore_age","zscore_hand","zscore_pos","percentile_all","percentile_age","percentile_hand","percentile_pos","last_value","value_change","pct_change","swc","was_significant","effect_size","effect_size_interpretation"
"R","CMJ (Force Plates)","RSI-modified","Defender","21-24 year old","athlete 15",24.2,2020-11-01,76.73,76.73,2.36,69.66,83.79,"no",35,61.47,9.97,26,60.47,9.14,22,61.82,9.08,33,60.63,9.61,1.53,1.78,1.68,1.64,93.69,96.24,95.31,94.96,76.06,0.67,0.88,30.65,"Not Sig",0.15,"Trivial"
"R","CMJ (Force Plates)","Vertical Velocity at Takeoff","Defender","25-29 year old","athlete 9",25.4,2020-11-01,2.61,2.61,0.03,2.52,2.69,"no",35,2.81,0.18,23,2.85,0.19,22,2.81,0.16,33,2.8,0.18,-1.12,-1.27,-1.07,-1.29,13.1,10.14,14.29,9.94,2.64,-0.03,-1.3,30.65,"Not Sig",3.9,"XL"
"R","CMJ (Force Plates)","Vertical Velocity at Takeoff","Defender","21-24 year old","athlete 15",24.2,2020-11-01,2.8,2.8,0.04,2.68,2.92,"no",35,2.81,0.18,26,2.79,0.18,22,2.81,0.16,33,2.8,0.18,-0.03,0.08,0.01,-0.02,48.96,53.14,50.59,49.08,2.86,-0.06,-2.14,30.65,"Not Sig",0.15,"Trivial"
"R","Anthropometry","Body Weight (lbs)","Defender","21-24 year old","athlete 4",22.3,2020-12-04,216,216,NA,NA,NA,NA,39,199.3,25.77,32,202.64,24.29,23,200.29,21.47,37,199.1,25.63,0.65,0.55,0.66,0.73,74.15,70.88,74.52,76.78,212,4,1.89,30.65,"Not Sig",0.16,"Trivial"
"R","Anthropometry","Body Weight (lbs)","Defender","25-29 year old","athlete 12",25.7,2020-12-08,195,195,NA,NA,NA,NA,39,199.3,25.77,27,209.54,23.78,23,200.29,21.47,37,199.1,25.63,-0.17,-0.61,-0.16,-0.25,43.37,27.04,43.64,40.27,200,-5,-2.5,30.65,"Not Sig",0.35,"Small"
"R","Anthropometry","Body Weight (lbs)","Center Field","25-29 year old","athlete 6",25,2020-12-08,203,203,NA,NA,NA,NA,39,199.3,25.77,27,209.54,23.78,5,216.62,23.9,37,199.1,25.63,0.14,-0.28,0.15,-0.57,55.71,39.16,56.05,28.44,200.29,2.71,1.35,30.65,"Not Sig",0.3,"Small"
"R","Anthropometry","Body Weight (lbs)","Defender","25-29 year old","athlete 37",25.4,2020-12-08,184,184,NA,NA,NA,NA,39,199.3,25.77,27,209.54,23.78,23,200.29,21.47,37,199.1,25.63,-0.59,-1.07,-0.59,-0.76,27.63,14.14,27.79,22.4,187.8,-3.8,-2.02,30.65,"Not Sig",0.25,"Small"
"R","Anthropometry","Body Weight (lbs)","Defender","21-24 year old","athlete 15",24.3,2020-12-08,205,205,NA,NA,NA,NA,39,199.3,25.77,32,202.64,24.29,23,200.29,21.47,37,199.1,25.63,0.22,0.1,0.23,0.22,58.75,53.86,59.1,58.68,203.12,1.88,0.93,30.65,"Not Sig",0.22,"Small"
"R","Anthropometry","Body Weight (lbs)","Defender","21-24 year old","athlete 5",24.2,2020-12-08,216,216,NA,NA,NA,NA,39,199.3,25.77,32,202.64,24.29,23,200.29,21.47,37,199.1,25.63,0.65,0.55,0.66,0.73,74.15,70.88,74.52,76.78,216.95,-0.95,-0.44,30.65,"Not Sig",0.11,"Trivial"
"R","Anthropometry","Body Weight (lbs)","Defender","25-29 year old","athlete 10",25.3,2020-12-08,176,176,NA,NA,NA,NA,39,199.3,25.77,27,209.54,23.78,23,200.29,21.47,37,199.1,25.63,-0.9,-1.41,-0.9,-1.13,18.29,7.92,18.37,12.9,162.7,13.3,8.17,30.65,"Not Sig",0.55,"Small"
"R","Anthropometry","Body Weight (lbs)","Defender","25-29 year old","athlete 9",25.5,2020-12-08,201,201,NA,NA,NA,NA,39,199.3,25.77,27,209.54,23.78,23,200.29,21.47,37,199.1,25.63,0.07,-0.36,0.07,0.03,52.63,35.97,52.95,51.32,194.14,6.86,3.53,30.65,"Not Sig",0.25,"Small"
"R","Anthropometry","Body Weight (lbs)","Striker","25-29 year old","athlete 23",25.1,2020-12-08,210,210,NA,NA,NA,NA,39,199.3,25.77,27,209.54,23.78,8,177.1,15.54,37,199.1,25.63,0.42,0.02,0.43,2.12,66.1,50.76,66.47,98.29,205,5,2.44,30.65,"Not Sig",0.07,"Trivial"
"R","Anthropometry","Body Weight (lbs)","Striker","21-24 year old","athlete 32",23,2020-12-08,200,200,NA,NA,NA,NA,39,199.3,25.77,32,202.64,24.29,8,177.1,15.54,37,199.1,25.63,0.03,-0.11,0.04,1.47,51.08,45.67,51.4,92.97,202.4,-2.4,-1.19,30.65,"Not Sig",0.29,"Small"
"R","Anthropometry","Body Weight (lbs)","Striker","21-24 year old","athlete 39",23.7,2020-12-08,188,188,NA,NA,NA,NA,39,199.3,25.77,32,202.64,24.29,8,177.1,15.54,37,199.1,25.63,-0.44,-0.6,-0.43,0.7,33.04,27.33,33.25,75.84,185,3,1.62,30.65,"Not Sig",0.21,"Small"
"R","Anthropometry","Body Weight (lbs)","Striker","17-21 year old","athlete 25",20.6,2021-01-03,180,180,NA,NA,NA,NA,39,199.3,25.77,10,182.74,19.89,8,177.1,15.54,37,199.1,25.63,-0.75,-0.14,-0.75,0.19,22.69,44.52,22.81,57.4,178,2,1.12,30.65,"Not Sig",0.04,"Trivial"
"L","Anthropometry","Body Weight (lbs)","Defender","25-29 year old","athlete 26",25.2,2021-01-23,215,215,NA,NA,NA,NA,39,199.3,25.77,27,209.54,23.78,23,200.29,21.47,2,203.05,39.39,0.61,0.23,0.3,0.69,72.88,59.07,61.92,75.33,214,1,0.47,30.65,"Not Sig",0.04,"Trivial"
"R","Anthropometry","Body Weight (lbs)","Defender","21-24 year old","athlete 4",22.4,2021-01-23,220,220,NA,NA,NA,NA,39,199.3,25.77,32,202.64,24.29,23,200.29,21.47,37,199.1,25.63,0.8,0.71,0.82,0.92,78.91,76.25,79.26,82.07,216,4,1.85,30.65,"Not Sig",0.12,"Trivial"
"R","Anthropometry","Body Weight (lbs)","Striker","17-21 year old","athlete 25",20.7,2021-01-26,180,180,NA,NA,NA,NA,39,199.3,25.77,10,182.74,19.89,8,177.1,15.54,37,199.1,25.63,-0.75,-0.14,-0.75,0.19,22.69,44.52,22.81,57.4,180,0,0,30.65,"Not Sig",0.16,"Trivial"
"R","CMJ (Force Plates)","Concentric Impulse","Center Field","21-24 year old","athlete 21",22.7,2021-02-08,260.46,260.46,4.25,247.72,273.2,"no",35,262.38,28.95,26,259.27,25.7,4,269.26,18.26,33,262.01,28.53,-0.07,0.05,-0.05,-0.48,47.36,51.85,47.84,31.49,NA,NA,NA,30.65,NA,NA,NA
"R","CMJ (Force Plates)","Concentric Impulse","Defender","25-29 year old","athlete 37",25.5,2021-02-08,239.76,239.76,3.5,229.27,250.26,"no",35,262.38,28.95,23,267.64,30.36,22,267.47,31.25,33,262.01,28.53,-0.78,-0.92,-0.78,-0.89,21.73,17.92,21.77,18.76,233.23,6.53,2.8,30.65,"Not Sig",NA,NA
"R","CMJ (Force Plates)","Concentric Impulse","Defender","25-29 year old","athlete 3",27.4,2021-02-08,303.93,303.93,4.02,291.87,315.98,"no",35,262.38,28.95,23,267.64,30.36,22,267.47,31.25,33,262.01,28.53,1.44,1.2,1.47,1.17,92.44,88.4,92.91,87.83,313.91,-9.98,-3.18,30.65,"Not Sig",0.57,"Small"
"R","CMJ (Force Plates)","Concentric Impulse-100ms","Center Field","21-24 year old","athlete 21",22.7,2021-02-08,125.59,125.59,6.49,106.12,145.05,"no",35,143.68,23.94,26,142.09,27.22,4,144.3,13.37,33,142.06,21.78,-0.76,-0.61,-0.76,-1.4,22.5,27.21,22.47,8.08,NA,NA,NA,30.65,NA,NA,NA
"R","CMJ (Force Plates)","Concentric Impulse-100ms","Defender","25-29 year old","athlete 37",25.5,2021-02-08,106.7,106.7,8.21,82.08,131.32,"no",35,143.68,23.94,23,150.59,32.78,22,147.3,26.91,33,142.06,21.78,-1.54,-1.34,-1.62,-1.51,6.13,9.03,5.23,6.57,105.87,0.83,0.79,30.65,"Not Sig",NA,NA
"R","CMJ (Force Plates)","Concentric Impulse-100ms","Defender","25-29 year old","athlete 3",27.4,2021-02-08,149.85,149.85,7.25,128.1,171.6,"no",35,143.68,23.94,23,150.59,32.78,22,147.3,26.91,33,142.06,21.78,0.26,-0.02,0.36,0.09,60.17,49.09,63.97,53.77,151.69,-1.84,-1.21,30.65,"Not Sig",0.11,"Trivial"
"R","CMJ (Force Plates)","Concentric Mean Power / BM","Defender","25-29 year old","athlete 3",27.4,2021-02-08,30.17,30.17,0.7,28.07,32.26,"no",35,33.31,4.07,23,34.25,4.16,22,33.29,3.29,33,33.05,4.05,-0.77,-0.98,-0.71,-0.95,22.01,16.34,23.81,17.13,31.24,-1.07,-3.43,30.65,"Not Sig",0.19,"Trivial"
"R","CMJ (Force Plates)","Concentric Mean Power / BM","Defender","25-29 year old","athlete 37",25.5,2021-02-08,29.19,29.19,1.37,25.08,33.29,"no",35,33.31,4.07,23,34.25,4.16,22,33.29,3.29,33,33.05,4.05,-1.01,-1.22,-0.95,-1.25,15.56,11.2,16.99,10.62,28.7,0.49,1.7,30.65,"Not Sig",0.38,"Small"
"R","CMJ (Force Plates)","Concentric Mean Power / BM","Center Field","21-24 year old","athlete 21",22.7,2021-02-08,34.06,34.06,1.11,30.72,37.41,"no",35,33.31,4.07,26,32.95,4.05,4,34.1,2.78,33,33.05,4.05,0.19,0.28,0.25,-0.01,57.34,60.85,59.82,49.41,NA,NA,NA,30.65,NA,NA,NA
"R","CMJ (Force Plates)","Eccentric Mean Power / BM","Defender","25-29 year old","athlete 3",27.4,2021-02-08,8.06,8.06,0.3,7.16,8.96,"no",35,7.36,0.6,23,7.35,0.95,22,7.4,0.62,33,7.31,0.59,1.16,0.75,1.26,1.07,87.63,77.4,89.66,85.73,7.65,0.41,5.35,30.65,"Not Sig",NA,NA
"R","CMJ (Force Plates)","Eccentric Mean Power / BM","Center Field","21-24 year old","athlete 21",22.7,2021-02-08,6.99,6.99,1.25,3.23,10.74,"no",35,7.36,0.6,26,7.28,0.75,4,7.08,0.84,33,7.31,0.59,-0.62,-0.4,-0.56,-0.11,26.8,34.55,28.87,45.48,NA,NA,NA,30.65,NA,NA,NA
"R","CMJ (Force Plates)","Eccentric Mean Power / BM","Defender","25-29 year old","athlete 37",25.5,2021-02-08,7.51,7.51,0.68,5.48,9.54,"no",35,7.36,0.6,23,7.35,0.95,22,7.4,0.62,33,7.31,0.59,0.25,0.17,0.33,0.18,59.91,56.88,63.09,57.11,8.23,-0.72,-8.7,30.65,"Not Sig",NA,NA
"R","CMJ (Force Plates)","RSI-modified","Center Field","21-24 year old","athlete 21",22.7,2021-02-08,55.7,55.7,6.7,35.59,75.81,"no",35,61.47,9.97,26,60.47,9.14,4,58.29,6.09,33,60.63,9.61,-0.58,-0.52,-0.51,-0.43,28.14,30.07,30.39,33.54,NA,NA,NA,30.65,NA,NA,NA
"R","CMJ (Force Plates)","RSI-modified","Defender","25-29 year old","athlete 37",25.5,2021-02-08,46.49,46.49,2.73,38.3,54.68,"no",35,61.47,9.97,23,66.1,10.56,22,61.82,9.08,33,60.63,9.61,-1.5,-1.86,-1.47,-1.69,6.65,3.16,7.05,4.58,48.05,-1.56,-3.25,30.65,"Not Sig",NA,NA
"R","CMJ (Force Plates)","RSI-modified","Defender","25-29 year old","athlete 3",27.4,2021-02-08,51.56,51.56,2.42,44.31,58.82,"no",35,61.47,9.97,23,66.1,10.56,22,61.82,9.08,33,60.63,9.61,-0.99,-1.38,-0.94,-1.13,16.03,8.43,17.26,12.94,55.37,-3.8,-6.87,30.65,"Not Sig",0.23,"Small"
"R","CMJ (Force Plates)","Vertical Velocity at Takeoff","Defender","25-29 year old","athlete 3",27.4,2021-02-08,2.75,2.75,0.04,2.64,2.85,"no",35,2.81,0.18,23,2.85,0.19,22,2.81,0.16,33,2.8,0.18,-0.33,-0.52,-0.29,-0.37,37.02,30.25,38.71,35.39,2.81,-0.06,-2.08,30.65,"Not Sig",20.77,"XXL"
"R","CMJ (Force Plates)","Vertical Velocity at Takeoff","Defender","25-29 year old","athlete 37",25.5,2021-02-08,2.75,2.75,0.04,2.63,2.87,"no",35,2.81,0.18,23,2.85,0.19,22,2.81,0.16,33,2.8,0.18,-0.31,-0.5,-0.27,-0.35,37.81,30.95,39.5,36.29,2.7,0.06,2.11,30.65,"Not Sig",0.64,"Moderate"
"R","CMJ (Force Plates)","Vertical Velocity at Takeoff","Center Field","21-24 year old","athlete 21",22.7,2021-02-08,2.94,2.94,0.05,2.8,3.08,"no",35,2.81,0.18,26,2.79,0.18,4,2.87,0.17,33,2.8,0.18,0.73,0.83,0.76,0.43,76.76,79.59,77.71,66.71,NA,NA,NA,30.65,NA,NA,NA
"L","Anthropometry","Body Weight (lbs)","Defender","25-29 year old","athlete 30",26.8,2021-02-15,174,174,NA,NA,NA,NA,39,199.3,25.77,27,209.54,23.78,23,200.29,21.47,2,203.05,39.39,-0.98,-1.49,-0.74,-1.22,16.3,6.75,23.04,11.04,171,3,1.75,30.65,"Not Sig",NA,NA
"R","Anthropometry","Body Weight (lbs)","Center Field","25-29 year old","athlete 33",25.6,2021-02-15,205,205,NA,NA,NA,NA,39,199.3,25.77,27,209.54,23.78,5,216.62,23.9,37,199.1,25.63,0.22,-0.19,0.23,-0.49,58.75,42.42,59.1,31.34,NA,NA,NA,30.65,NA,NA,NA
"R","Anthropometry","Body Weight (lbs)","Center Field","21-24 year old","athlete 21",22.7,2021-02-15,192.7,192.7,NA,NA,NA,NA,39,199.3,25.77,32,202.64,24.29,5,216.62,23.9,37,199.1,25.63,-0.26,-0.41,-0.25,-1,39.89,34.12,40.14,15.85,NA,NA,NA,30.65,NA,NA,NA
"R","Anthropometry","Body Weight (lbs)","Defender","25-29 year old","athlete 28",25.4,2021-02-15,189,189,NA,NA,NA,NA,39,199.3,25.77,27,209.54,23.78,23,200.29,21.47,37,199.1,25.63,-0.4,-0.86,-0.39,-0.53,34.46,19.38,34.68,29.95,185.2,3.8,2.05,30.65,"Not Sig",NA,NA
"R","Anthropometry","Body Weight (lbs)","Defender","21-24 year old","athlete 5",24.4,2021-02-15,226,226,NA,NA,NA,NA,39,199.3,25.77,32,202.64,24.29,23,200.29,21.47,37,199.1,25.63,1.04,0.96,1.05,1.2,84.99,83.18,85.31,88.44,216,10,4.63,30.65,"Not Sig",0.24,"Small"
"R","Anthropometry","Body Weight (lbs)","Defender","25-29 year old","athlete 10",25.5,2021-02-15,171,171,NA,NA,NA,NA,39,199.3,25.77,27,209.54,23.78,23,200.29,21.47,37,199.1,25.63,-1.1,-1.62,-1.1,-1.36,13.6,5.25,13.64,8.63,176,-5,-2.84,30.65,"Not Sig",0.58,"Small"
"R","Anthropometry","Body Weight (lbs)","Defender","21-24 year old","athlete 38",23.4,2021-02-15,206.4,206.4,NA,NA,NA,NA,39,199.3,25.77,32,202.64,24.29,23,200.29,21.47,37,199.1,25.63,0.28,0.15,0.28,0.28,60.85,56.14,61.21,61.2,202,4.4,2.18,30.65,"Not Sig",0.36,"Small"
"R","Anthropometry","Body Weight (lbs)","Defender","25-29 year old","athlete 11",27.3,2021-02-15,220,220,NA,NA,NA,NA,39,199.3,25.77,27,209.54,23.78,23,200.29,21.47,37,199.1,25.63,0.8,0.44,0.82,0.92,78.91,66.99,79.26,82.07,226,-6,-2.65,30.65,"Not Sig",0.4,"Small"
"R","Anthropometry","Body Weight (lbs)","Defender","21-24 year old","athlete 1",23.8,2021-02-15,225,225,NA,NA,NA,NA,39,199.3,25.77,32,202.64,24.29,23,200.29,21.47,37,199.1,25.63,1,0.92,1.01,1.15,84.07,82.13,84.39,87.51,237.4,-12.4,-5.22,30.65,"Not Sig",0.25,"Small"
"R","Anthropometry","Body Weight (lbs)","Defender","21-24 year old","athlete 2",24.9,2021-02-15,208.4,208.4,NA,NA,NA,NA,39,199.3,25.77,32,202.64,24.29,23,200.29,21.47,37,199.1,25.63,0.35,0.24,0.36,0.38,63.8,59.36,64.17,64.71,212,-3.6,-1.7,30.65,"Not Sig",0.34,"Small"
"R","Anthropometry","Body Weight (lbs)","Defender","25-29 year old","athlete 20",25,2021-02-15,200.8,200.8,NA,NA,NA,NA,39,199.3,25.77,27,209.54,23.78,23,200.29,21.47,37,199.1,25.63,0.06,-0.37,0.07,0.02,52.32,35.65,52.64,50.95,190,10.8,5.68,30.65,"Not Sig",0.56,"Small"
"R","Anthropometry","Body Weight (lbs)","Defender","21-24 year old","athlete 15",24.5,2021-02-15,205,205,NA,NA,NA,NA,39,199.3,25.77,32,202.64,24.29,23,200.29,21.47,37,199.1,25.63,0.22,0.1,0.23,0.22,58.75,53.86,59.1,58.68,205,0,0,30.65,"Not Sig",0.42,"Small"
"R","Anthropometry","Body Weight (lbs)","Center Field","25-29 year old","athlete 7",25.8,2021-02-15,214,214,NA,NA,NA,NA,39,199.3,25.77,27,209.54,23.78,5,216.62,23.9,37,199.1,25.63,0.57,0.19,0.58,-0.11,71.58,57.43,71.95,45.64,224,-10,-4.46,30.65,"Not Sig",0.39,"Small"
"R","Anthropometry","Body Weight (lbs)","Goalkeeper","25-29 year old","athlete 27",25,2021-02-15,225,225,NA,NA,NA,NA,39,199.3,25.77,27,209.54,23.78,3,222.07,45.2,37,199.1,25.63,1,0.65,1.01,0.06,84.07,74.21,84.39,52.59,228.2,-3.2,-1.4,30.65,"Not Sig",0.26,"Small"
"R","Anthropometry","Body Weight (lbs)","Defender","21-24 year old","athlete 17",24.8,2021-02-15,189.4,189.4,NA,NA,NA,NA,39,199.3,25.77,32,202.64,24.29,23,200.29,21.47,37,199.1,25.63,-0.38,-0.55,-0.38,-0.51,35.04,29.28,35.25,30.6,195,-5.6,-2.87,30.65,"Not Sig",0.09,"Trivial"
"R","Anthropometry","Body Weight (lbs)","Defender","25-29 year old","athlete 37",25.6,2021-02-15,195,195,NA,NA,NA,NA,39,199.3,25.77,27,209.54,23.78,23,200.29,21.47,37,199.1,25.63,-0.17,-0.61,-0.16,-0.25,43.37,27.04,43.64,40.27,184,11,5.98,30.65,"Not Sig",0.64,"Moderate"
"R","Anthropometry","Body Weight (lbs)","Defender","21-24 year old","athlete 4",22.5,2021-02-15,215,215,NA,NA,NA,NA,39,199.3,25.77,32,202.64,24.29,23,200.29,21.47,37,199.1,25.63,0.61,0.51,0.62,0.69,72.88,69.45,73.25,75.33,220,-5,-2.27,30.65,"Not Sig",0.62,"Moderate"
"R","Anthropometry","Body Weight (lbs)","Defender","21-24 year old","athlete 35",24.5,2021-02-15,203.7,203.7,NA,NA,NA,NA,39,199.3,25.77,32,202.64,24.29,23,200.29,21.47,37,199.1,25.63,0.17,0.04,0.18,0.16,56.78,51.73,57.12,56.31,211.11,-7.41,-3.51,30.65,"Not Sig",0.09,"Trivial"
"R","Anthropometry","Body Weight (lbs)","Defender","25-29 year old","athlete 22",26.5,2021-02-15,196,196,NA,NA,NA,NA,39,199.3,25.77,27,209.54,23.78,23,200.29,21.47,37,199.1,25.63,-0.13,-0.57,-0.12,-0.2,44.9,28.45,45.19,42.08,NA,NA,NA,30.65,NA,NA,NA
"R","Anthropometry","Body Weight (lbs)","Defender","25-29 year old","athlete 3",27.5,2021-02-15,248,248,NA,NA,NA,NA,39,199.3,25.77,27,209.54,23.78,23,200.29,21.47,37,199.1,25.63,1.89,1.62,1.91,2.22,97.06,94.71,97.18,98.69,244.7,3.3,1.35,30.65,"Not Sig",NA,NA
"R","Anthropometry","Body Weight (lbs)","Striker","25-29 year old","athlete 8",26.5,2021-02-15,195,195,NA,NA,NA,NA,39,199.3,25.77,27,209.54,23.78,8,177.1,15.54,37,199.1,25.63,-0.17,-0.61,-0.16,1.15,43.37,27.04,43.64,87.53,196.2,-1.2,-0.61,30.65,"Not Sig",0.17,"Trivial"
"R","Anthropometry","Body Weight (lbs)","Defender","21-24 year old","athlete 34",21.2,2021-02-15,213.9,213.9,NA,NA,NA,NA,39,199.3,25.77,32,202.64,24.29,23,200.29,21.47,37,199.1,25.63,0.57,0.46,0.58,0.63,71.45,67.84,71.82,73.69,205.53,8.37,4.07,30.65,"Not Sig",0.37,"Small"
"R","Anthropometry","Body Weight (lbs)","Striker","25-29 year old","athlete 16",26.6,2021-02-15,178,178,NA,NA,NA,NA,39,199.3,25.77,27,209.54,23.78,8,177.1,15.54,37,199.1,25.63,-0.83,-1.33,-0.82,0.06,20.42,9.23,20.52,52.31,NA,NA,NA,30.65,NA,NA,NA
"R","Anthropometry","Body Weight (lbs)","Goalkeeper","25-29 year old","athlete 31",25.4,2021-02-15,281,281,NA,NA,NA,NA,39,199.3,25.77,27,209.54,23.78,3,222.07,45.2,37,199.1,25.63,3.17,3,3.2,1.3,99.92,99.87,99.93,90.39,279,2,0.72,30.65,"Not Sig",NA,NA
"R","CMJ (Force Plates)","Concentric Impulse","Center Field","21-24 year old","athlete 21",22.7,2021-02-16,254.1,254.1,5.33,238.1,270.09,"no",35,262.38,28.95,26,259.27,25.7,4,269.26,18.26,33,262.01,28.53,-0.29,-0.2,-0.28,-0.83,38.73,42.02,39.07,20.31,260.46,-6.37,-2.44,30.65,"Not Sig",0.29,"Small"
"R","CMJ (Force Plates)","Concentric Impulse","Defender","21-24 year old","athlete 34",21.2,2021-02-16,276.06,276.06,6.16,257.57,294.55,"no",35,262.38,28.95,26,259.27,25.7,22,267.47,31.25,33,262.01,28.53,0.47,0.65,0.49,0.27,68.17,74.32,68.88,60.83,277.6,-1.54,-0.55,30.65,"Not Sig",0.17,"Trivial"
"R","CMJ (Force Plates)","Concentric Impulse-100ms","Center Field","21-24 year old","athlete 21",22.7,2021-02-16,147.11,147.11,5.53,130.53,163.69,"no",35,143.68,23.94,26,142.09,27.22,4,144.3,13.37,33,142.06,21.78,0.14,0.18,0.23,0.21,55.7,57.31,59.18,58.33,125.59,21.53,17.14,30.65,"Not Sig",0.96,"Moderate"
"R","CMJ (Force Plates)","Concentric Impulse-100ms","Defender","21-24 year old","athlete 34",21.2,2021-02-16,213.18,213.18,13.36,173.09,253.28,"no",35,143.68,23.94,26,142.09,27.22,22,147.3,26.91,33,142.06,21.78,2.9,2.61,3.27,2.45,99.82,99.55,99.95,99.28,141.07,72.11,51.12,30.65,"Sig",2.11,"XL"
"R","CMJ (Force Plates)","Concentric Mean Power / BM","Defender","21-24 year old","athlete 34",21.2,2021-02-16,41.05,41.05,0.69,38.98,43.12,"no",35,33.31,4.07,26,32.95,4.05,22,33.29,3.29,33,33.05,4.05,1.9,2,1.97,2.36,97.14,97.72,97.57,99.08,33.56,7.49,22.3,30.65,"Not Sig",15.87,"XXL"
"R","CMJ (Force Plates)","Concentric Mean Power / BM","Center Field","21-24 year old","athlete 21",22.7,2021-02-16,36,36,0.98,33.06,38.93,"no",35,33.31,4.07,26,32.95,4.05,4,34.1,2.78,33,33.05,4.05,0.66,0.75,0.73,0.68,74.55,77.42,76.61,75.18,34.06,1.93,5.68,30.65,"Not Sig",1.36,"Large"
"R","CMJ (Force Plates)","Eccentric Mean Power / BM","Defender","21-24 year old","athlete 34",21.2,2021-02-16,5.67,5.67,0.52,4.11,7.23,"no",35,7.36,0.6,26,7.28,0.75,22,7.4,0.62,33,7.31,0.59,-2.79,-2.14,-2.78,-2.8,0.26,1.61,0.27,0.25,7.03,-1.36,-19.32,30.65,"Not Sig",5.45,"XXL"
"R","CMJ (Force Plates)","Eccentric Mean Power / BM","Center Field","21-24 year old","athlete 21",22.7,2021-02-16,6.84,6.84,0.4,5.63,8.05,"no",35,7.36,0.6,26,7.28,0.75,4,7.08,0.84,33,7.31,0.59,-0.85,-0.59,-0.8,-0.28,19.67,27.88,21.26,38.91,6.99,-0.14,-2.03,30.65,"Not Sig",2.01,"XL"
"R","CMJ (Force Plates)","RSI-modified","Center Field","21-24 year old","athlete 21",22.7,2021-02-16,62.82,62.82,3.37,52.7,72.94,"no",35,61.47,9.97,26,60.47,9.14,4,58.29,6.09,33,60.63,9.61,0.14,0.26,0.23,0.74,55.38,60.13,59.01,77.14,55.7,7.12,12.78,30.65,"Not Sig",0.73,"Moderate"
"R","CMJ (Force Plates)","RSI-modified","Defender","21-24 year old","athlete 34",21.2,2021-02-16,72.74,72.74,1.59,67.98,77.5,"no",35,61.47,9.97,26,60.47,9.14,22,61.82,9.08,33,60.63,9.61,1.13,1.34,1.26,1.2,87.07,91.03,89.62,88.53,59.42,13.32,22.42,30.65,"Not Sig",0.62,"Moderate"
"R","CMJ (Force Plates)","Vertical Velocity at Takeoff","Center Field","21-24 year old","athlete 21",22.7,2021-02-16,2.87,2.87,0.06,2.7,3.04,"no",35,2.81,0.18,26,2.79,0.18,4,2.87,0.17,33,2.8,0.18,0.34,0.44,0.38,0.01,63.44,67.15,64.79,50.52,2.94,-0.07,-2.38,30.65,"Not Sig",74.24,"XXL"
"R","CMJ (Force Plates)","Vertical Velocity at Takeoff","Defender","21-24 year old","athlete 34",21.2,2021-02-16,2.87,2.87,0.06,2.68,3.05,"no",35,2.81,0.18,26,2.79,0.18,22,2.81,0.16,33,2.8,0.18,0.33,0.43,0.37,0.39,62.99,66.72,64.36,65.13,2.88,-0.01,-0.3,30.65,"Not Sig",0.34,"Small"
"L","Anthropometry","Body Weight (lbs)","Defender","25-29 year old","athlete 30",26.8,2021-02-17,174,174,NA,NA,NA,NA,39,199.3,25.77,27,209.54,23.78,23,200.29,21.47,2,203.05,39.39,-0.98,-1.49,-0.74,-1.22,16.3,6.75,23.04,11.04,174,0,0,30.65,"Not Sig",0,"Trivial"
"R","Anthropometry","Body Weight (lbs)","Defender","25-29 year old","athlete 11",27.4,2021-02-17,220,220,NA,NA,NA,NA,39,199.3,25.77,27,209.54,23.78,23,200.29,21.47,37,199.1,25.63,0.8,0.44,0.82,0.92,78.91,66.99,79.26,82.07,220,0,0,30.65,"Not Sig",0,"No Change"
"R","Anthropometry","Body Weight (lbs)","Defender","25-29 year old","athlete 28",25.4,2021-02-17,189,189,NA,NA,NA,NA,39,199.3,25.77,27,209.54,23.78,23,200.29,21.47,37,199.1,25.63,-0.4,-0.86,-0.39,-0.53,34.46,19.38,34.68,29.95,189,0,0,30.65,"Not Sig",0,"No Change"
"R","Anthropometry","Body Weight (lbs)","Defender","25-29 year old","athlete 20",25,2021-02-17,200.8,200.8,NA,NA,NA,NA,39,199.3,25.77,27,209.54,23.78,23,200.29,21.47,37,199.1,25.63,0.06,-0.37,0.07,0.02,52.32,35.65,52.64,50.95,200.8,0,0,30.65,"Not Sig",0,"No Change"
"R","Anthropometry","Body Weight (lbs)","Defender","25-29 year old","athlete 37",25.6,2021-02-17,195,195,NA,NA,NA,NA,39,199.3,25.77,27,209.54,23.78,23,200.29,21.47,37,199.1,25.63,-0.17,-0.61,-0.16,-0.25,43.37,27.04,43.64,40.27,195,0,0,30.65,"Not Sig",0,"No Change"
"R","Anthropometry","Body Weight (lbs)","Defender","21-24 year old","athlete 17",24.8,2021-02-17,189.4,189.4,NA,NA,NA,NA,39,199.3,25.77,32,202.64,24.29,23,200.29,21.47,37,199.1,25.63,-0.38,-0.55,-0.38,-0.51,35.04,29.28,35.25,30.6,189.4,0,0,30.65,"Not Sig",0,"No Change"
